Date,SolRad,Precip,LightningAct,LightningDist,WindDir,WindSpeed,GustSpeed,AirTemp,VaporPr,AtmosPr,XLevel,YLevel,MaxPrecip,RHSensorTemp,VPD,BatPct,BatVolt,RefPr,LogTemp
5/30/21 12:00,216.7,0,0,0,131,2.5,5.79,9.9,0.979,99.35,-1.2,0.9,0,11.1,0.24,100,10174,99.18,11.2
5/30/21 12:15,165.5,0,0,0,132,2.03,4.95,9.7,0.949,99.37,-1.2,1,0,10.8,0.26,100,10175,99.19,11
5/30/21 12:30,146.8,0,0,0,142,1.63,2.89,9.7,0.955,99.38,-1.2,1,0,10.6,0.24,100,10174,99.2,10.8
5/30/21 12:45,113,0,0,0,135,1.7,3.74,9.6,0.963,99.38,-1.2,1,0,10.3,0.23,100,10175,99.21,10.4
5/30/21 13:00,189.7,0.068,0,0,135,1.94,4.58,9.5,0.968,99.36,-1.2,1,1,10.3,0.22,100,10177,99.18,10.3
5/30/21 13:15,199.1,0.051,0,0,137,1.7,6.42,9.6,0.995,99.36,-1.2,1,1,10.4,0.2,100,10174,99.18,10.6
5/30/21 13:30,306.1,0.017,0,0,128,1.77,5.11,9.8,1.015,99.35,-1.2,1,1,10.7,0.2,100,10177,99.17,10.9
5/30/21 13:45,279.5,0,0,0,135,2.29,5.18,10.1,1.025,99.35,-1.3,1,0,11.3,0.21,100,10179,99.18,11.5
5/30/21 14:00,275.3,0,0,0,125,2.44,5.83,10.2,0.993,99.34,-1.2,1,0,11.5,0.25,100,10177,99.17,11.6
5/30/21 14:15,199.7,0,0,0,148,2.59,5.28,10.1,0.982,99.35,-1.2,1,0,11.5,0.25,100,10177,99.18,11.6
5/30/21 14:30,199.7,0,0,0,147,2.47,5.56,9.8,0.955,99.35,-1.2,1,0,11.1,0.25,100,10181,99.18,11.3
5/30/21 14:45,226.8,0,0,0,132,2.28,5.06,9.7,0.975,99.32,-1.3,1.1,0,10.9,0.23,100,10181,99.15,11.2
5/30/21 15:00,265.8,0.017,0,0,138,1.89,4.96,9.6,1.005,99.32,-1.2,1,1,10.8,0.19,100,10183,99.15,11.3
5/30/21 15:15,223.5,0.306,0,0,125,1.75,3.58,9.4,1.024,99.33,-1.2,1,2,10.7,0.15,100,10183,99.16,11.2
5/30/21 15:30,130.6,0.153,0,0,134,1.16,3.13,9.2,1.043,99.32,-1.2,1,1,10.2,0.12,100,10186,99.14,10.8
5/30/21 15:45,87.9,0.119,0,0,139,1.42,3.48,8.9,1.019,99.3,-1.1,1,1,9.7,0.12,100,10184,99.12,10.1
5/30/21 16:00,138.3,0.255,0,0,145,1.3,2.42,8.7,1.031,99.3,-1.2,0.9,2,9.4,0.09,100,10183,99.13,9.8
5/30/21 16:15,156.1,0.204,0,0,132,1.5,2.93,8.6,1.043,99.31,-1.2,0.9,2,9.3,0.07,100,10182,99.14,9.7
5/30/21 16:30,149.7,0.119,0,0,151,1.48,3.77,8.6,1.05,99.3,-1.2,0.9,1,9.3,0.07,100,10182,99.12,9.7
5/30/21 16:45,170.5,0.102,0,0,113,1.66,3.38,8.6,1.05,99.29,-1.1,1,1,9.3,0.07,100,10181,99.11,9.7
5/30/21 17:00,180,0.068,0,0,126,1.17,2.09,8.7,1.065,99.27,-1.2,1,1,9.5,0.06,100,10186,99.09,9.9
5/30/21 17:15,166,0.034,0,0,131,1.05,2.14,8.8,1.079,99.27,-1.2,0.9,1,9.7,0.06,100,10180,99.09,10.1
5/30/21 17:30,137.7,0.034,0,0,116,0.96,2.09,9,1.088,99.27,-1.2,1,1,9.8,0.06,100,10180,99.09,10.2
5/30/21 17:45,116.5,0.051,0,0,114,0.87,1.88,9,1.079,99.28,-1.1,1,1,9.8,0.07,100,10183,99.09,10.2
5/30/21 18:00,117.3,0.034,0,0,74,1.25,2.52,9,1.077,99.27,-1.2,1,1,9.7,0.07,100,10180,99.08,10
5/30/21 18:15,99,0.017,0,0,76,0.94,2.43,9.1,1.079,99.26,-1.2,1,1,9.7,0.07,100,10177,99.07,9.9
5/30/21 18:30,90.7,0.068,0,0,134,0.97,2.28,9,1.077,99.25,-1.2,1,1,9.6,0.07,100,10180,99.06,9.8
5/30/21 18:45,98.5,0.102,0,0,137,0.92,2.02,8.9,1.076,99.25,-1.2,1,1,9.5,0.07,100,10182,99.06,9.7
5/30/21 19:00,46.3,0.136,0,0,120,0.74,1.42,9,1.08,99.25,-1.2,1,1,9.4,0.07,100,10178,99.07,9.6
5/30/21 19:15,34.3,0.136,0,0,144,0.96,1.87,8.9,1.08,99.27,-1.2,1,1,9.3,0.06,100,10180,99.09,9.3
5/30/21 19:30,24.1,0.119,0,0,151,0.89,1.77,8.8,1.083,99.25,-1.2,1,1,9.3,0.05,100,10184,99.06,9.1
5/30/21 19:45,31.7,0.153,0,0,146,0.76,2.11,8.7,1.07,99.29,-1.2,1,1,9.1,0.06,100,10183,99.08,8.9
5/30/21 20:00,29.1,0.136,0,0,147,0.85,1.79,8.7,1.07,99.3,-1.2,0.9,1,9,0.06,100,10184,99.09,8.8
5/30/21 20:15,11.9,0.119,0,0,148,1.1,2.56,8.6,1.066,99.31,-1.2,1,1,8.9,0.05,100,10179,99.09,8.6
5/30/21 20:30,2.9,0.119,0,0,139,0.98,2.25,8.5,1.047,99.31,-1.1,1,1,8.7,0.06,100,10183,99.09,8.4
5/30/21 20:45,0.9,0.136,0,0,103,0.56,1.46,8.3,1.035,99.29,-1.2,1,1,8.5,0.06,100,10180,99.06,8.2
5/30/21 21:00,0,0.119,0,0,99,0.5,1.03,8.2,1.027,99.26,-1.2,0.9,1,8.3,0.06,100,10179,99.04,8
5/30/21 21:15,0,0.136,0,0,126,0.64,1.71,8.1,1.024,99.28,-1.1,1,1,8.2,0.06,100,10174,99.05,7.8
5/30/21 21:30,0,0.119,0,0,142,0.79,1.59,8.1,1.023,99.28,-1.2,1,1,8.2,0.05,100,10176,99.05,7.7
5/30/21 21:45,0,0.119,0,0,152,0.59,1.34,8,1.02,99.29,-1.2,1,1,8.1,0.05,100,10175,99.06,7.7
5/30/21 22:00,0,0.136,0,0,114,0.35,0.84,8,1.02,99.3,-1.1,1,1,8.1,0.05,100,10173,99.06,7.6
5/30/21 22:15,0,0.119,0,0,139,0.6,1.83,8,1.02,99.27,-1.2,0.9,1,8,0.05,100,10171,99.04,7.6
5/30/21 22:30,0,0.119,0,0,283,0.43,1.1,7.9,1.02,99.28,-1.2,1,1,8,0.05,100,10173,99.05,7.5
5/30/21 22:45,0,0.102,0,0,306,0.41,0.68,7.9,1.017,99.29,-1.2,1,1,7.9,0.05,100,10169,99.05,7.4
5/30/21 23:00,0,0.102,0,0,311,0.42,0.59,7.8,1.01,99.27,-1.2,0.9,1,7.8,0.05,100,10170,99.02,7.4
5/30/21 23:15,0,0.068,0,0,291,0.34,0.5,7.8,1.01,99.27,-1.1,1,1,7.8,0.05,100,10173,99.03,7.4
5/30/21 23:30,0,0.017,0,0,317,0.4,0.84,7.8,1.01,99.24,-1.1,1,1,7.8,0.05,100,10173,99,7.4
5/30/21 23:45,0,0,0,0,295,0.27,0.47,7.8,1.015,99.23,-1.1,1,0,7.8,0.04,100,10173,98.99,7.4
5/31/21 0:00,0,0,0,0,327,0.38,0.68,7.8,1.02,99.21,-1.1,1,0,7.8,0.04,100,10174,98.97,7.4
5/31/21 0:15,0,0,0,0,313,0.42,0.8,7.8,1.017,99.22,-1.1,1,0,7.8,0.04,100,10035,98.98,7.5
5/31/21 0:30,0,0,0,0,337,0.38,0.91,7.8,0.997,99.22,-1.2,1,0,7.7,0.06,100,10088,98.98,7.5
5/31/21 0:45,0,0,0,0,321,0.63,1.17,7.9,1.015,99.23,-1.1,1,0,7.8,0.05,100,10098,98.99,7.5
5/31/21 1:00,0,0,0,0,21,0.32,0.52,7.8,1.02,99.2,-1.1,0.9,0,7.8,0.04,100,10099,98.97,7.5
5/31/21 1:15,0,0,0,0,358,0.4,0.61,7.8,1.02,99.19,-1.2,1,0,7.9,0.04,100,10104,98.96,7.5
5/31/21 1:30,0,0,0,0,340,0.51,1,7.9,1.022,99.19,-1.1,1,0,7.9,0.04,100,10107,98.96,7.5
5/31/21 1:45,0,0,0,0,345,0.53,1.09,7.9,1.03,99.19,-1.1,1,0,7.9,0.04,100,10110,98.96,7.6
5/31/21 2:00,0,0,0,0,354,0.76,1.76,8,1.03,99.19,-1.2,1,0,8,0.04,100,10114,98.96,7.6
5/31/21 2:15,0,0,0,0,350,0.56,1.52,8,1.033,99.18,-1.2,1,0,8,0.04,100,10114,98.95,7.6
5/31/21 2:30,0,0,0,0,331,0.77,3.15,8,1.036,99.18,-1.1,1,0,8,0.03,100,10117,98.95,7.6
5/31/21 2:45,0,0.051,0,0,314,0.97,2.03,8,1.04,99.19,-1.1,1,1,8,0.03,100,10118,98.95,7.6
5/31/21 3:00,0,0.051,0,0,313,1.35,2.34,8,1.04,99.19,-1.1,1,1,8,0.03,100,10123,98.96,7.6
5/31/21 3:15,0,0.068,0,0,311,1.51,3,8,1.04,99.2,-1.2,1,1,8,0.03,100,10123,98.97,7.6
5/31/21 3:30,0,0.102,0,0,304,1.48,3.3,8,1.04,99.21,-1.2,1,1,8,0.03,100,10127,98.98,7.6
5/31/21 3:45,0,0.085,0,0,316,1.46,2.53,8,1.04,99.21,-1.1,0.9,1,8,0.03,100,10129,98.98,7.6
5/31/21 4:00,0,0.102,0,0,307,1.19,2.29,8,1.04,99.22,-1.2,1,1,8,0.03,100,10126,98.99,7.6
5/31/21 4:15,0,0.119,0,0,314,1.42,2.81,8,1.04,99.22,-1.2,1,1,8,0.03,100,10127,98.99,7.6
5/31/21 4:30,0,0.136,0,0,305,1.55,3.14,8.1,1.04,99.22,-1.1,1,1,8.1,0.04,100,10127,98.99,7.7
5/31/21 4:45,0,0.119,0,0,307,1.53,2.75,8,1.04,99.22,-1.1,1,1,8.1,0.03,100,10125,98.99,7.7
5/31/21 5:00,0,0.153,0,0,308,1.42,2.87,8,1.04,99.23,-1.2,0.9,1,8.1,0.03,100,10129,99,7.7
5/31/21 5:15,0,0.17,0,0,309,1.14,1.99,8,1.04,99.24,-1.1,1,1,8.1,0.03,100,10130,99.01,7.7
5/31/21 5:30,0.1,0.153,0,0,313,1.09,2.34,8,1.04,99.25,-1.2,1,1,8.1,0.03,100,10132,99.02,7.7
5/31/21 5:45,2.9,0.17,0,0,314,1.1,2.25,8,1.04,99.25,-1.1,1,1,8.1,0.03,100,10132,99.02,7.7
5/31/21 6:00,7.9,0.187,0,0,309,1.12,2.55,8.1,1.041,99.25,-1.1,1,1,8.1,0.04,100,10131,99.03,7.8
5/31/21 6:15,9.2,0.204,0,0,308,1.02,1.9,8.1,1.05,99.27,-1.1,1,1,8.2,0.03,100,10132,99.04,7.8
5/31/21 6:30,18.3,0.187,0,0,307,1.09,1.88,8.2,1.051,99.27,-1.2,1,1,8.2,0.03,100,10126,99.04,7.9
5/31/21 6:45,24.5,0.187,0,0,314,1.1,2.07,8.2,1.06,99.28,-1.1,0.9,1,8.3,0.03,100,10135,99.05,8
5/31/21 7:00,35.8,0.187,0,0,308,1.02,2.5,8.2,1.068,99.29,-1.2,1,1,8.4,0.02,100,10135,99.06,8
5/31/21 7:15,54.6,0.221,0,0,319,1.07,3.03,8.3,1.073,99.3,-1.1,0.9,1,8.5,0.02,100,10132,99.07,8.1
5/31/21 7:30,62.9,0.238,0,0,306,0.82,1.94,8.4,1.087,99.29,-1.2,1,1,8.7,0.01,100,10130,99.07,8.3
5/31/21 7:45,69.9,0.255,0,0,314,0.83,1.91,8.5,1.103,99.29,-1.2,1,1,9,0.01,100,10133,99.07,8.5
5/31/21 8:00,86.6,0.272,0,0,318,0.76,1.42,8.7,1.118,99.28,-1.2,0.9,2,9.2,0.01,100,10135,99.08,8.7
5/31/21 8:15,107.2,0.272,0,0,321,0.81,1.99,8.8,1.127,99.3,-1.2,1,2,9.3,0,100,10137,99.1,9
5/31/21 8:30,124.3,0.238,0,0,306,1.11,3.14,8.9,1.124,99.3,-1.2,1,2,9.4,0.02,100,10139,99.11,9.1
5/31/21 8:45,107.1,0.136,0,0,317,0.88,2.41,9,1.13,99.3,-1.2,1,1,9.6,0.02,100,10137,99.11,9.3
5/31/21 9:00,126.2,0.102,0,0,308,1.16,4.6,9.2,1.137,99.31,-1.2,1,1,9.8,0.03,100,10139,99.11,9.5
5/31/21 9:15,306.4,0.102,0,0,311,1.73,4.72,9.6,1.162,99.32,-1.1,1,1,10.3,0.04,100,10139,99.13,9.9
5/31/21 9:30,317.5,0.102,0,0,317,1.73,4.01,10.2,1.225,99.33,-1.2,1,1,11.4,0.02,100,10142,99.14,10.9
5/31/21 9:45,317.5,0.085,0,0,311,2.02,4.7,10.4,1.229,99.34,-1.2,0.9,1,11.8,0.03,100,10142,99.15,11.5
5/31/21 10:00,307.9,0.085,0,0,312,1.9,4.57,10.6,1.239,99.33,-1.2,0.9,1,12.1,0.04,100,10146,99.15,11.9
5/31/21 10:15,264.7,0.085,0,0,313,1.65,3.7,10.8,1.239,99.33,-1.2,1,1,12.2,0.06,100,10147,99.15,12.2
5/31/21 10:30,310.1,0.085,0,0,325,1.45,3.78,11,1.241,99.32,-1.2,1,1,12.4,0.07,100,10149,99.15,12.4
5/31/21 10:45,447.6,0.085,0,0,351,1.37,4.39,11.6,1.269,99.32,-1.2,0.9,1,13.2,0.09,100,10156,99.15,13.1
5/31/21 11:00,556.7,0.085,0,0,348,1.13,3.49,12.2,1.317,99.33,-1.2,1,1,14.4,0.11,100,10154,99.15,13.8
5/31/21 11:15,792.8,0.102,0,0,341,1.8,4.54,13.4,1.373,99.31,-1.2,1,1,16,0.16,100,10163,99.15,15.2
5/31/21 11:30,671.7,0.085,0,0,321,1.46,3.49,13.8,1.357,99.28,-1.2,1,1,16.7,0.22,100,10168,99.14,16.3
5/31/21 11:45,762.2,0.068,0,0,335,1.51,4.92,14.3,1.346,99.29,-1.3,1,1,17,0.28,100,10174,99.13,16.6
5/31/21 12:00,884.6,0.034,0,0,350,1.42,3.86,15.2,1.352,99.29,-1.3,1,1,17.6,0.37,100,10182,99.13,17.3
5/31/21 12:15,915.5,0,0,0,332,1.56,5.57,15.7,1.363,99.27,-1.2,0.9,0,18.2,0.42,100,10191,99.11,18
5/31/21 12:30,922.5,0,0,0,341,1.64,4.56,16.3,1.343,99.25,-1.2,0.9,0,18.6,0.51,100,10196,99.09,18.5
5/31/21 12:45,916.8,0,0,0,313,1.85,4.77,17,1.303,99.23,-1.2,1,0,19.1,0.63,100,10203,99.07,19
5/31/21 13:00,717.7,0,0,0,301,2.3,6.12,17.2,1.245,99.22,-1.3,0.9,0,19.5,0.71,100,10208,99.05,19.5
5/31/21 13:15,353.3,0,0,0,312,1.33,5.05,16.7,1.194,99.21,-1.3,0.9,0,19.1,0.7,100,10206,99.04,19.3
5/31/21 13:30,335.5,0,0,0,305,2.57,6.1,16.7,1.153,99.18,-1.3,0.9,0,18.6,0.74,100,10219,99.02,18.9
5/31/21 13:45,952.1,0,0,0,307,2.26,8.17,18.1,1.185,99.16,-1.3,0.9,0,19.1,0.89,100,10223,99,19.2
5/31/21 14:00,933.8,0,0,0,303,3.58,7.76,18.8,1.189,99.14,-1.2,0.7,0,20.5,0.98,100,10231,98.98,20.2
5/31/21 14:15,856.1,0,0,0,302,3.3,6.09,19.2,1.163,99.13,-1.3,0.9,0,21.1,1.06,100,10231,98.97,20.9
5/31/21 14:30,811.1,0,0,0,305,3.44,7.6,18.8,1.097,99.12,-1.4,0.8,0,21.2,1.08,100,10243,98.97,20.9
5/31/21 14:45,911,0,0,0,305,3.33,7.09,19.2,1.078,99.12,-1.1,0.6,0,21.2,1.14,100,10245,98.97,21.1
5/31/21 15:00,836.1,0,0,0,307,2.65,6.66,19.1,1.035,99.13,-1.2,0.8,0,21.3,1.18,100,10249,98.98,21.4
5/31/21 15:15,817,0,0,0,299,3.3,6.24,19.2,1.013,99.12,-1.2,0.4,0,21.4,1.21,100,10254,98.98,21.6
5/31/21 15:30,772.9,0,0,0,301,3.17,8.3,19.2,0.973,99.12,-1.6,0.8,0,21.2,1.24,100,10259,98.98,21.6
5/31/21 15:45,756.6,0,0,0,308,2.49,7.17,19.4,0.989,99.11,-1.4,0.9,0,21.4,1.26,100,10262,98.97,22
5/31/21 16:00,721.2,0,0,0,316,2.47,6.39,19.4,0.954,99.12,-1.2,0.8,0,21.6,1.3,100,10267,98.97,22.3
5/31/21 16:15,686,0,0,0,309,2.58,10.66,19.6,0.953,99.12,-1.4,0.7,0,21.7,1.32,100,10268,98.97,22.5
5/31/21 16:30,647.8,0,0,0,303,3.33,6.63,19.3,0.923,99.12,-1.3,0.7,0,21.6,1.31,100,10274,98.97,22.4
5/31/21 16:45,608.1,0,0,0,309,3.04,6.86,19.4,0.923,99.12,-1.4,0.8,0,21.5,1.33,100,10277,98.99,22.4
5/31/21 17:00,567.3,0,0,0,306,2.39,5.44,19.4,0.913,99.13,-1.3,0.7,0,21.6,1.34,100,10278,98.99,22.6
5/31/21 17:15,525.4,0,0,0,305,2.61,5.83,19.2,0.895,99.14,-1.2,0.6,0,21.5,1.33,100,10281,99,22.6
5/31/21 17:30,481.9,0,0,0,317,1.88,4.18,19.2,0.857,99.15,-1.3,0.7,0,21.5,1.37,100,10284,99.01,22.9
5/31/21 17:45,438.8,0,0,0,315,1.87,5.31,19.2,0.858,99.14,-1.4,0.7,0,21.5,1.36,100,10289,99.01,22.9
5/31/21 18:00,383.1,0,0,0,311,2.14,6.73,18.9,0.82,99.14,-1.3,0.7,0,21.4,1.36,100,10294,99.01,22.9
5/31/21 18:15,353.5,0,0,0,307,1.72,5.26,18.9,0.833,99.14,-1.3,0.7,0,21.2,1.34,100,10294,99,22.6
5/31/21 18:30,299.5,0,0,0,314,1.55,4.47,18.6,0.806,99.15,-1.3,0.7,0,21,1.34,100,10298,99.02,22.3
5/31/21 18:45,261.5,0,0,0,309,1.36,4.73,18.5,0.793,99.15,-1.3,0.7,0,20.7,1.34,100,10296,99.02,22.2
5/31/21 19:00,157.8,0,0,0,307,1.63,3.99,18,0.79,99.16,-1.3,0.7,0,20.3,1.28,100,10298,99.03,20.9
5/31/21 19:15,51.1,0,0,0,310,1.48,3.34,17.5,0.775,99.19,-1.3,0.7,0,18.8,1.22,100,10297,99.05,18.3
5/31/21 19:30,26.2,0,0,0,304,1.17,2.44,16.3,0.761,99.16,-1.2,0.7,0,17.4,1.09,100,10305,99.04,16.6
5/31/21 19:45,57,0,0,0,292,1.11,2.22,15.8,0.769,99.16,-1.3,0.8,0,16.2,1.02,100,10300,99.04,15.2
5/31/21 20:00,38.9,0,0,0,294,0.93,1.66,15.1,0.819,99.15,-1.3,0.7,0,15.5,0.9,100,10303,99.03,14.3
5/31/21 20:15,13.3,0,0,0,289,1.11,2.08,14.3,0.81,99.17,-1.3,0.8,0,14.6,0.82,100,10296,99.02,13
5/31/21 20:30,5.7,0,0,0,299,1.58,2,13.5,0.783,99.17,-1.2,0.8,0,13.6,0.76,100,10298,99.01,11.4
5/31/21 20:45,1.2,0,0,0,299,1.83,2.39,13.3,0.759,99.17,-1.2,0.8,0,12.9,0.77,100,10294,99.01,10.2
5/31/21 21:00,0,0,0,0,298,1.74,2.39,12.7,0.765,99.18,-1.2,0.7,0,12.4,0.71,100,10295,99.01,9.4
5/31/21 21:15,0,0,0,0,300,1.85,2.41,12.8,0.757,99.19,-1.2,0.7,0,12.2,0.72,100,10291,99.02,9
5/31/21 21:30,0,0,0,0,305,1.93,2.69,12.6,0.768,99.2,-1.2,0.8,0,12.1,0.69,100,10288,99.02,9
5/31/21 21:45,0,0,0,0,306,1.72,2.52,12.2,0.77,99.2,-1.2,0.8,0,12.1,0.65,100,10281,99.03,9.2
5/31/21 22:00,0,0,0,0,304,1.48,2.12,11.6,0.78,99.21,-1.2,0.8,0,11.6,0.59,100,10281,99.03,8.8
5/31/21 22:15,0,0,0,0,302,1.5,2.04,11.4,0.791,99.2,-1.2,0.7,0,11,0.56,100,10281,99.02,8.6
5/31/21 22:30,0,0,0,0,300,1.15,1.86,10.8,0.796,99.2,-1.2,0.7,0,10.9,0.49,100,10277,99.02,8.3
5/31/21 22:45,0,0,0,0,280,0.54,1.09,11.2,0.808,99.2,-1.1,0.8,0,10.3,0.52,100,10276,99.01,8.2
5/31/21 23:00,0,0,0,0,271,0.82,1.41,11.4,0.782,99.2,-1.1,0.8,0,10.3,0.56,100,10273,99.02,8.3
5/31/21 23:15,0,0,0,0,268,0.58,0.8,10.6,0.84,99.2,-1.1,0.7,0,10.2,0.44,100,10272,99.01,8.2
5/31/21 23:30,0,0,0,0,278,0.56,1.36,10.1,0.851,99.22,-1.2,0.8,0,9.7,0.38,100,10271,99.03,7.9
5/31/21 23:45,0,0,0,0,283,0.65,1.04,9.5,0.855,99.2,-1.1,0.7,0,9.2,0.33,100,10269,99.01,7.4
6/1/21 0:00,0,0,0,0,285,0.62,1.03,9.2,0.852,99.2,-1.1,0.8,0,8.8,0.31,100,10268,99,7
6/1/21 0:15,0,0,0,0,284,0.88,1.71,9,0.858,99.22,-1.1,0.8,0,8.5,0.29,100,10240,99.01,7
6/1/21 0:30,0,0,0,0,260,0.54,0.97,9,0.86,99.21,-1.2,0.8,0,8.4,0.29,100,10243,98.99,6.9
6/1/21 0:45,0,0,0,0,266,0.59,0.79,9.2,0.889,99.21,-1.1,0.8,0,8.4,0.28,100,10240,98.99,7
6/1/21 1:00,0,0,0,0,279,0.63,1.01,9,0.906,99.21,-1.1,0.7,0,8.5,0.24,100,10240,98.99,7.2
6/1/21 1:15,0,0,0,0,269,0.66,1.06,9.2,0.906,99.21,-1.1,0.7,0,8.5,0.26,100,10239,99,7.3
6/1/21 1:30,0,0,0,0,287,0.75,1.4,9,0.911,99.22,-1.2,0.8,0,8.6,0.23,100,10238,99,7.2
6/1/21 1:45,0,0,0,0,299,0.58,1.31,8.6,0.891,99.23,-1.2,0.8,0,8.4,0.23,100,10240,99.01,7
6/1/21 2:00,0,0,0,0,317,1.44,3.51,10.7,0.873,99.22,-1.2,0.8,0,8.5,0.41,100,10237,99.01,7.3
6/1/21 2:15,0,0,0,0,313,2.05,3.5,12.4,0.908,99.21,-1.1,0.8,0,10.2,0.53,100,10236,99.03,8.9
6/1/21 2:30,0,0,0,0,312,1.45,2.62,12.5,0.925,99.22,-1.2,0.7,0,11.5,0.52,100,10234,99.04,9.9
6/1/21 2:45,0,0,0,0,322,0.75,1.47,11.7,0.932,99.22,-1.2,0.7,0,11.7,0.45,100,10232,99.04,10.1
6/1/21 3:00,0,0,0,0,295,0.62,1.52,11.5,0.939,99.23,-1.2,0.8,0,11.4,0.42,100,10234,99.05,10
6/1/21 3:15,0,0,0,0,291,0.69,1.58,11.9,0.927,99.23,-1.2,0.8,0,11.2,0.47,100,10231,99.05,10
6/1/21 3:30,0,0,0,0,306,1.37,2.49,12.8,0.917,99.23,-1.1,0.7,0,11.6,0.56,100,10233,99.05,10.5
6/1/21 3:45,0,0,0,0,291,0.95,1.81,12.6,0.929,99.24,-1.2,0.8,0,12.2,0.53,100,10231,99.07,10.9
6/1/21 4:00,0,0,0,0,273,0.39,1.26,12.4,0.923,99.24,-1.2,0.8,0,12.2,0.52,100,10231,99.08,11
6/1/21 4:15,0,0,0,0,259,0.22,0.54,12.1,0.943,99.26,-1.2,0.7,0,12.2,0.47,100,10227,99.09,11
6/1/21 4:30,0,0,0,0,199,0.28,0.68,11.4,1.015,99.26,-1.1,0.8,0,11.8,0.33,100,10227,99.09,10.8
6/1/21 4:45,0,0,0,0,180,0.32,1.09,10.9,0.987,99.26,-1.2,0.8,0,11.4,0.32,100,10229,99.09,10.5
6/1/21 5:00,0,0,0,0,145,0.78,2.42,10.5,0.957,99.27,-1.1,0.8,0,10.9,0.32,100,10225,99.09,10.2
6/1/21 5:15,0,0,0,0,117,0.47,1.53,10.3,0.959,99.27,-1.2,0.8,0,10.6,0.29,100,10228,99.09,9.9
6/1/21 5:30,0.1,0,0,0,139,0.54,1.66,10.3,0.955,99.27,-1.1,0.8,0,10.3,0.3,100,10227,99.09,9.7
6/1/21 5:45,3.1,0,0,0,66,0.44,1.6,10.4,0.955,99.28,-1.2,0.7,0,10.2,0.31,100,10229,99.1,9.6
6/1/21 6:00,8.6,0,0,0,297,0.32,0.8,10.4,0.962,99.29,-1.2,0.7,0,10.3,0.3,100,10226,99.11,9.6
6/1/21 6:15,19.5,0,0,0,316,0.3,0.95,10.4,0.985,99.28,-1.1,0.7,0,10.3,0.27,100,10226,99.09,9.6
6/1/21 6:30,35.1,0,0,0,298,0.25,0.61,10.4,0.997,99.27,-1.1,0.7,0,10.4,0.27,100,10224,99.09,9.7
6/1/21 6:45,61.5,0,0,0,282,0.31,1,10.6,1.032,99.27,-1.2,0.8,0,10.6,0.24,100,10223,99.09,9.9
6/1/21 7:00,82.3,0,0,0,7,0.71,1.47,11.4,1.016,99.27,-1.2,0.8,0,11.1,0.33,100,10223,99.1,10.4
6/1/21 7:15,96.6,0,0,0,11,0.64,1.86,12,0.993,99.3,-1.2,0.7,0,11.8,0.41,100,10224,99.12,11.1
6/1/21 7:30,138.1,0,0,0,322,0.7,1.47,12.4,1.039,99.31,-1.2,0.8,0,12.5,0.4,100,10222,99.15,11.7
6/1/21 7:45,144.5,0,0,0,234,0.28,0.61,12.6,1.137,99.34,-1.2,0.8,0,13.4,0.32,100,10221,99.18,12.6
6/1/21 8:00,159.7,0,0,0,163,0.59,1.83,13,1.15,99.36,-1.3,0.8,0,13.9,0.35,100,10221,99.21,13.3
6/1/21 8:15,185.9,0,0,0,156,0.96,3.07,13,1.096,99.38,-1.3,0.8,0,14.3,0.4,100,10222,99.23,13.8
6/1/21 8:30,219.9,0,0,0,124,0.72,2.03,13.1,1.109,99.4,-1.2,0.8,0,14.5,0.4,100,10224,99.25,14.1
6/1/21 8:45,292.6,0,0,0,250,0.62,1.86,13.6,1.145,99.41,-1.2,0.8,0,15.4,0.42,100,10224,99.25,14.8
6/1/21 9:00,378.9,0,0,0,288,0.61,1.79,14.7,1.221,99.38,-1.2,0.8,0,16.9,0.45,100,10227,99.24,16.2
6/1/21 9:15,460,0,0,0,326,1.46,3.04,16.2,1.115,99.37,-1.3,0.8,0,18.6,0.73,100,10232,99.23,17.8
6/1/21 9:30,453.1,0,0,0,305,1.56,3.4,16.7,1.087,99.38,-1.2,0.7,0,19.7,0.82,100,10237,99.22,19
6/1/21 9:45,440.1,0,0,0,326,1.22,3.33,17,1.072,99.38,-1.2,0.7,0,20.1,0.86,100,10240,99.22,19.6
6/1/21 10:00,494.5,0,0,0,312,1.2,3.17,17.2,1.077,99.36,-1.3,0.7,0,20.6,0.88,100,10245,99.21,20.1
6/1/21 10:15,415.7,0,0,0,346,1.03,2.64,17,1.055,99.36,-1.3,0.7,0,20.7,0.88,100,10252,99.21,20.4
6/1/21 10:30,517.7,0,0,0,317,1.23,3.13,17.2,1.068,99.36,-1.2,0.8,0,20.7,0.89,100,10254,99.21,20.2
6/1/21 10:45,637.6,0,0,0,333,1.06,2.34,17.7,1.083,99.34,-1.3,0.7,0,21.2,0.95,100,10262,99.19,20.8
6/1/21 11:00,550.7,0,0,0,89,0.83,1.78,18.2,1.069,99.33,-1.3,0.7,0,21.9,1.02,100,10266,99.18,21.6
6/1/21 11:15,604.2,0,0,0,120,0.97,3.17,18.8,1.119,99.31,-1.3,0.7,0,22.3,1.05,100,10270,99.16,22.2
6/1/21 11:30,676.1,0,0,0,144,1.15,2.67,19.2,1.097,99.32,-1.2,0.7,0,22.8,1.13,100,10278,99.16,22.6
6/1/21 11:45,628.7,0,0,0,128,1.06,2.47,19.3,1.078,99.32,-1.3,0.7,0,23,1.16,100,10280,99.15,23
